DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,AVC,CARDIOPATIA,CHOQUE CARDIOPATICO,AVC (COVID),INFARTO (COVID),INFARTO,SUBITA,INDETERMINADA,DEMAIS OBITOS,COVID19
2020-12-28,1.0,17.0,9.0,17.0,15.0,5.0,5.0,26.0,2.0,11.0,6.0,3.0,53.0,57.0
2020-12-29,0.0,17.0,9.0,19.0,14.0,8.0,2.0,18.0,6.0,13.0,8.0,1.0,85.0,51.0
2020-12-30,0.0,17.0,9.0,15.0,14.0,8.0,4.0,22.0,2.0,13.0,2.0,1.0,68.0,42.0
2021-01-01,2.0,20.0,8.0,20.0,17.0,7.0,2.0,20.0,2.0,11.0,2.0,2.0,82.0,41.0
2021-01-02,1.0,22.0,7.0,13.0,13.0,10.0,5.0,21.0,3.0,13.0,4.0,2.0,65.0,44.0
2021-01-03,0.0,28.0,12.0,25.0,19.0,5.0,6.0,15.0,1.0,17.0,2.0,1.0,74.0,48.0
2021-01-04,0.0,14.0,10.0,19.0,12.0,11.0,3.0,13.0,4.0,11.0,3.0,0.0,82.0,38.0
2021-01-05,0.0,15.0,13.0,17.0,16.0,2.0,4.0,25.0,2.0,16.0,4.0,1.0,71.0,50.0
2021-01-06,1.0,13.0,10.0,16.0,15.0,3.0,3.0,18.0,3.0,15.0,5.0,3.0,75.0,37.0
2021-01-07,0.0,20.0,13.0,18.0,9.0,8.0,3.0,20.0,1.0,11.0,2.0,2.0,80.0,43.0
2021-01-08,3.0,26.0,7.0,28.0,17.0,6.0,5.0,12.0,4.0,12.0,3.0,2.0,92.0,53.0
2021-01-09,0.0,13.0,11.0,33.0,12.0,6.0,2.0,27.0,1.0,18.0,2.0,1.0,77.0,46.0
2021-01-10,0.0,13.0,8.0,22.0,20.0,3.0,6.0,20.0,1.0,14.0,2.0,1.0,73.0,35.0
2021-01-11,1.0,18.0,12.0,11.0,18.0,5.0,7.0,21.0,4.0,14.0,3.0,1.0,88.0,42.0
2021-01-12,2.0,17.0,9.0,34.0,17.0,7.0,6.0,15.0,2.0,20.0,2.0,1.0,82.0,53.0
2021-01-13,0.0,18.0,9.0,27.0,13.0,4.0,5.0,19.0,3.0,12.0,3.0,0.0,69.0,47.0
2021-01-14,2.0,17.0,11.0,19.0,15.0,9.0,2.0,20.0,1.0,16.0,4.0,1.0,72.0,38.0
2021-01-15,1.0,18.0,13.0,23.0,11.0,8.0,9.0,13.0,1.0,13.0,4.0,1.0,57.0,38.0
2021-01-16,0.0,16.0,16.0,20.0,16.0,1.0,0.0,17.0,4.0,16.0,1.0,2.0,91.0,50.0
2021-01-17,1.0,18.0,18.0,18.0,16.0,11.0,6.0,13.0,1.0,12.0,3.0,0.0,64.0,43.0
2021-01-18,1.0,16.0,8.0,17.0,13.0,11.0,6.0,8.0,1.0,10.0,5.0,2.0,70.0,48.0
2021-01-19,0.0,13.0,9.0,18.0,21.0,7.0,7.0,22.0,1.0,11.0,1.0,1.0,53.0,57.0
2021-01-20,0.0,9.0,9.0,18.0,11.0,2.0,3.0,20.0,1.0,9.0,3.0,1.0,64.0,40.0
2021-01-21,1.0,16.0,8.0,22.0,12.0,8.0,4.0,14.0,1.0,11.0,2.0,0.0,77.0,50.0
2021-01-22,1.0,15.0,9.0,20.0,15.0,6.0,7.0,18.0,1.0,17.0,3.0,4.0,71.0,50.0
2021-01-23,2.0,26.0,12.0,18.0,16.0,8.0,8.0,24.0,3.0,8.0,6.0,0.0,78.0,37.0
2021-01-24,1.0,20.0,6.0,23.0,12.0,4.0,7.0,19.0,0.0,6.0,4.0,4.0,85.0,51.0
2021-01-25,1.0,18.0,10.0,20.0,16.0,4.0,5.0,22.0,3.0,13.0,3.0,1.0,71.0,43.0
2021-01-26,2.0,18.0,6.0,11.0,18.0,5.0,4.0,26.0,3.0,16.0,4.0,0.0,82.0,45.0
2021-01-27,1.0,11.0,10.0,16.0,11.0,4.0,8.0,12.0,4.0,22.0,3.0,0.0,81.0,51.0
2021-01-28,0.0,24.0,7.0,20.0,19.0,2.0,7.0,12.0,0.0,16.0,4.0,1.0,65.0,47.0
2021-01-29,1.0,24.0,13.0,17.0,16.0,5.0,8.0,15.0,3.0,10.0,3.0,2.0,63.0,43.0
2021-01-30,1.0,13.0,8.0,21.0,14.0,4.0,4.0,20.0,3.0,10.0,2.0,2.0,100.0,35.0
2021-01-31,1.0,20.0,6.0,21.0,9.0,3.0,8.0,21.0,3.0,24.0,2.0,5.0,71.0,39.0
2021-02-01,1.0,14.0,15.0,18.0,16.0,4.0,6.0,13.0,4.0,20.0,1.0,1.0,92.0,46.0
2021-02-02,0.0,21.0,12.0,26.0,17.0,8.0,8.0,17.0,3.0,16.0,3.0,0.0,77.0,35.0
2021-02-03,4.0,28.0,12.0,18.0,12.0,10.0,2.0,6.0,1.0,14.0,2.0,1.0,81.0,45.0
2021-02-04,1.0,21.0,8.0,18.0,12.0,5.0,4.0,13.0,2.0,19.0,4.0,5.0,85.0,50.0
2021-02-05,1.0,12.0,11.0,21.0,7.0,4.0,1.0,18.0,2.0,17.0,2.0,4.0,84.0,38.0
2021-02-06,2.0,21.0,8.0,17.0,21.0,8.0,2.0,18.0,2.0,13.0,3.0,0.0,72.0,39.0
2021-02-07,0.0,15.0,11.0,18.0,24.0,3.0,5.0,16.0,2.0,12.0,1.0,2.0,81.0,32.0
2021-02-08,2.0,18.0,7.0,34.0,19.0,9.0,5.0,21.0,1.0,14.0,1.0,0.0,66.0,47.0
2021-02-09,2.0,17.0,8.0,26.0,28.0,6.0,7.0,15.0,3.0,17.0,2.0,1.0,73.0,53.0
2021-02-10,1.0,19.0,12.0,23.0,12.0,9.0,5.0,19.0,0.0,12.0,4.0,0.0,81.0,41.0
2021-02-11,1.0,21.0,7.0,24.0,20.0,6.0,5.0,9.0,5.0,18.0,7.0,0.0,58.0,51.0
2021-02-12,0.0,22.0,6.0,14.0,15.0,4.0,4.0,13.0,2.0,20.0,1.0,3.0,70.0,50.0
2021-02-13,1.0,27.0,10.0,21.0,18.0,11.0,6.0,15.0,3.0,12.0,3.0,1.0,81.0,40.0
2021-02-14,3.0,21.0,8.0,18.0,7.0,6.0,7.0,15.0,4.0,19.0,3.0,3.0,80.0,41.0
2021-02-15,0.0,18.0,5.0,18.0,13.0,8.0,6.0,18.0,0.0,16.0,2.0,1.0,72.0,47.0
2021-02-16,1.0,25.0,8.0,24.0,7.0,5.0,6.0,20.0,1.0,11.0,2.0,1.0,72.0,49.0
2021-02-17,2.0,15.0,6.0,25.0,16.0,5.0,4.0,26.0,3.0,10.0,1.0,2.0,77.0,47.0
2021-02-18,2.0,15.0,13.0,27.0,25.0,5.0,6.0,16.0,5.0,13.0,2.0,1.0,72.0,47.0
2021-02-19,1.0,19.0,5.0,27.0,23.0,4.0,8.0,20.0,3.0,11.0,5.0,0.0,67.0,54.0
2021-02-20,1.0,18.0,7.0,19.0,13.0,9.0,4.0,24.0,1.0,12.0,3.0,2.0,92.0,36.0
2021-02-21,3.0,15.0,6.0,15.0,18.0,7.0,4.0,16.0,1.0,9.0,8.0,1.0,87.0,54.0
2021-02-22,1.0,28.0,9.0,24.0,16.0,5.0,6.0,24.0,1.0,18.0,2.0,1.0,91.0,57.0
2021-02-23,1.0,25.0,14.0,19.0,24.0,5.0,7.0,22.0,0.0,13.0,1.0,2.0,90.0,62.0
2021-02-24,0.0,20.0,8.0,17.0,19.0,8.0,1.0,27.0,4.0,15.0,2.0,0.0,68.0,48.0
2021-02-25,0.0,15.0,7.0,21.0,20.0,5.0,5.0,17.0,2.0,21.0,4.0,1.0,70.0,80.0
2021-02-26,1.0,17.0,11.0,20.0,25.0,5.0,2.0,36.0,1.0,18.0,1.0,0.0,100.0,75.0
2021-02-27,2.0,14.0,5.0,22.0,20.0,4.0,4.0,26.0,2.0,17.0,2.0,0.0,82.0,57.0
2021-02-28,1.0,20.0,9.0,17.0,17.0,6.0,3.0,27.0,4.0,14.0,6.0,0.0,79.0,89.0
2021-03-01,0.0,24.0,10.0,20.0,17.0,9.0,3.0,31.0,4.0,16.0,2.0,3.0,89.0,84.0
2021-03-02,3.0,17.0,12.0,16.0,25.0,6.0,5.0,30.0,2.0,13.0,3.0,3.0,76.0,88.0
2021-03-03,5.0,16.0,12.0,21.0,16.0,3.0,5.0,39.0,1.0,20.0,2.0,1.0,74.0,99.0
2021-03-04,0.0,19.0,11.0,14.0,18.0,3.0,6.0,32.0,1.0,13.0,3.0,0.0,61.0,113.0
2021-03-05,2.0,25.0,7.0,14.0,13.0,3.0,9.0,32.0,2.0,20.0,4.0,2.0,84.0,111.0
2021-03-06,5.0,20.0,9.0,20.0,13.0,7.0,6.0,47.0,3.0,15.0,1.0,0.0,94.0,88.0
2021-03-07,4.0,14.0,11.0,21.0,15.0,9.0,9.0,55.0,3.0,17.0,4.0,2.0,71.0,111.0
2021-03-08,0.0,17.0,8.0,23.0,17.0,6.0,9.0,45.0,4.0,12.0,5.0,0.0,88.0,115.0
2021-03-09,5.0,20.0,16.0,26.0,12.0,3.0,10.0,50.0,4.0,12.0,0.0,0.0,76.0,120.0
2021-03-10,0.0,22.0,9.0,31.0,17.0,8.0,0.0,37.0,9.0,14.0,4.0,0.0,83.0,152.0
2021-03-11,5.0,17.0,10.0,22.0,27.0,2.0,2.0,49.0,5.0,13.0,4.0,0.0,72.0,147.0
2021-03-12,6.0,18.0,17.0,26.0,24.0,7.0,3.0,55.0,5.0,14.0,7.0,4.0,96.0,132.0
2021-03-13,4.0,14.0,11.0,25.0,23.0,7.0,3.0,65.0,5.0,14.0,3.0,1.0,76.0,155.0
2021-03-14,4.0,23.0,8.0,23.0,16.0,10.0,2.0,53.0,5.0,7.0,4.0,1.0,94.0,164.0
2021-03-15,1.0,21.0,14.0,16.0,21.0,9.0,3.0,60.0,3.0,14.0,2.0,1.0,84.0,173.0
2021-03-16,4.0,15.0,7.0,29.0,21.0,8.0,4.0,66.0,2.0,12.0,1.0,0.0,83.0,161.0
2021-03-17,3.0,16.0,11.0,21.0,13.0,6.0,3.0,70.0,1.0,23.0,6.0,4.0,70.0,196.0
2021-03-18,1.0,17.0,9.0,22.0,21.0,9.0,3.0,55.0,5.0,8.0,4.0,1.0,77.0,162.0
2021-03-19,1.0,20.0,15.0,26.0,19.0,5.0,7.0,66.0,2.0,10.0,6.0,1.0,78.0,165.0
2021-03-20,0.0,23.0,9.0,18.0,16.0,5.0,6.0,72.0,7.0,13.0,7.0,0.0,70.0,181.0
2021-03-21,2.0,17.0,15.0,24.0,17.0,7.0,7.0,73.0,5.0,16.0,5.0,2.0,78.0,177.0
2021-03-22,1.0,15.0,10.0,18.0,14.0,9.0,3.0,80.0,3.0,12.0,4.0,1.0,67.0,181.0
2021-03-23,3.0,22.0,7.0,17.0,19.0,14.0,1.0,48.0,3.0,16.0,1.0,1.0,70.0,165.0
2021-03-24,2.0,21.0,10.0,17.0,20.0,9.0,4.0,63.0,9.0,15.0,3.0,1.0,84.0,161.0
2021-03-25,4.0,16.0,10.0,24.0,16.0,9.0,3.0,46.0,3.0,19.0,5.0,2.0,85.0,170.0
2021-03-26,3.0,25.0,15.0,21.0,15.0,6.0,2.0,74.0,4.0,17.0,1.0,1.0,74.0,144.0
2021-03-27,2.0,16.0,13.0,11.0,13.0,5.0,2.0,66.0,4.0,13.0,1.0,0.0,82.0,153.0
2021-03-28,4.0,19.0,15.0,21.0,12.0,12.0,4.0,64.0,4.0,12.0,2.0,4.0,89.0,153.0
2021-03-29,4.0,14.0,13.0,30.0,26.0,4.0,7.0,66.0,3.0,20.0,7.0,1.0,81.0,169.0
2021-03-30,5.0,15.0,7.0,19.0,19.0,7.0,7.0,64.0,5.0,11.0,4.0,1.0,75.0,144.0
2021-03-31,0.0,23.0,9.0,18.0,18.0,7.0,3.0,62.0,2.0,10.0,3.0,0.0,77.0,123.0
2021-04-01,2.0,19.0,8.0,21.0,17.0,9.0,3.0,46.0,4.0,12.0,2.0,0.0,85.0,137.0
2021-04-02,1.0,20.0,15.0,21.0,11.0,12.0,4.0,48.0,1.0,5.0,7.0,4.0,85.0,125.0
2021-04-03,1.0,17.0,9.0,23.0,12.0,9.0,4.0,56.0,4.0,19.0,7.0,1.0,82.0,111.0
2021-04-04,2.0,7.0,11.0,19.0,18.0,5.0,5.0,46.0,5.0,12.0,2.0,1.0,57.0,136.0
2021-04-05,3.0,25.0,8.0,21.0,12.0,11.0,0.0,50.0,4.0,12.0,6.0,2.0,63.0,139.0
2021-04-06,1.0,19.0,13.0,18.0,14.0,8.0,3.0,54.0,2.0,16.0,5.0,2.0,67.0,145.0
2021-04-07,0.0,13.0,10.0,19.0,20.0,10.0,6.0,46.0,1.0,17.0,3.0,1.0,73.0,110.0
2021-04-08,4.0,12.0,9.0,13.0,14.0,15.0,3.0,54.0,3.0,14.0,2.0,0.0,76.0,98.0
2021-04-09,1.0,22.0,7.0,11.0,9.0,9.0,3.0,54.0,3.0,12.0,1.0,3.0,85.0,132.0
2021-04-10,0.0,19.0,9.0,14.0,14.0,4.0,5.0,50.0,4.0,14.0,4.0,1.0,81.0,128.0
2021-04-11,2.0,20.0,12.0,18.0,23.0,12.0,2.0,51.0,6.0,19.0,4.0,1.0,83.0,106.0
2021-04-12,6.0,27.0,11.0,13.0,15.0,14.0,6.0,47.0,1.0,12.0,4.0,3.0,63.0,120.0
2021-04-13,2.0,20.0,9.0,21.0,17.0,6.0,8.0,49.0,1.0,19.0,2.0,1.0,75.0,110.0
2021-04-14,4.0,15.0,15.0,13.0,14.0,4.0,8.0,45.0,2.0,10.0,3.0,0.0,53.0,100.0
2021-04-15,1.0,16.0,17.0,20.0,15.0,2.0,7.0,46.0,5.0,15.0,2.0,1.0,82.0,113.0
2021-04-16,3.0,17.0,13.0,13.0,15.0,7.0,2.0,37.0,6.0,16.0,3.0,1.0,73.0,85.0
2021-04-17,3.0,10.0,8.0,12.0,11.0,9.0,6.0,49.0,5.0,15.0,3.0,1.0,94.0,108.0
2021-04-18,3.0,18.0,9.0,18.0,20.0,6.0,2.0,43.0,2.0,21.0,2.0,0.0,86.0,93.0
2021-04-19,1.0,19.0,11.0,27.0,16.0,8.0,3.0,52.0,1.0,24.0,4.0,2.0,75.0,83.0
2021-04-20,2.0,17.0,12.0,24.0,21.0,2.0,6.0,30.0,5.0,14.0,3.0,2.0,82.0,84.0
2021-04-21,2.0,17.0,10.0,25.0,14.0,10.0,4.0,40.0,4.0,16.0,3.0,1.0,77.0,90.0
2021-04-22,1.0,14.0,11.0,17.0,15.0,6.0,5.0,29.0,2.0,6.0,3.0,1.0,103.0,90.0
2021-04-23,3.0,12.0,12.0,18.0,15.0,3.0,6.0,36.0,4.0,22.0,2.0,3.0,63.0,113.0
2021-04-24,0.0,14.0,13.0,20.0,12.0,8.0,3.0,39.0,3.0,19.0,2.0,3.0,80.0,83.0
2021-04-25,6.0,19.0,10.0,21.0,20.0,7.0,4.0,31.0,2.0,17.0,0.0,2.0,75.0,89.0
2021-04-26,2.0,16.0,11.0,19.0,25.0,8.0,6.0,43.0,2.0,21.0,4.0,0.0,72.0,76.0
2021-04-27,2.0,8.0,10.0,15.0,22.0,4.0,3.0,33.0,3.0,16.0,3.0,2.0,75.0,76.0
2021-04-28,2.0,18.0,12.0,31.0,17.0,11.0,2.0,37.0,2.0,17.0,6.0,3.0,87.0,84.0
2021-04-29,0.0,9.0,6.0,16.0,13.0,6.0,5.0,42.0,4.0,18.0,2.0,1.0,90.0,82.0
2021-04-30,0.0,27.0,11.0,19.0,13.0,3.0,10.0,38.0,3.0,18.0,5.0,1.0,64.0,101.0
2021-05-01,1.0,20.0,11.0,21.0,17.0,3.0,6.0,30.0,6.0,12.0,1.0,0.0,79.0,83.0
2021-05-02,1.0,18.0,13.0,18.0,14.0,7.0,1.0,34.0,4.0,18.0,6.0,1.0,83.0,96.0
2021-05-03,3.0,14.0,11.0,16.0,17.0,9.0,11.0,32.0,2.0,12.0,0.0,1.0,70.0,111.0
2021-05-04,2.0,22.0,14.0,25.0,20.0,7.0,5.0,48.0,1.0,14.0,2.0,0.0,77.0,114.0
2021-05-05,1.0,29.0,10.0,25.0,16.0,7.0,6.0,26.0,1.0,14.0,3.0,2.0,96.0,87.0
2021-05-06,3.0,16.0,11.0,20.0,17.0,8.0,7.0,39.0,6.0,15.0,5.0,4.0,85.0,82.0
2021-05-07,2.0,17.0,13.0,22.0,25.0,7.0,4.0,38.0,2.0,19.0,3.0,2.0,66.0,99.0
2021-05-08,3.0,16.0,13.0,17.0,13.0,10.0,5.0,37.0,4.0,19.0,3.0,2.0,83.0,85.0
2021-05-09,3.0,18.0,12.0,22.0,18.0,10.0,4.0,45.0,4.0,12.0,6.0,3.0,78.0,75.0
2021-05-10,1.0,21.0,12.0,25.0,17.0,8.0,5.0,26.0,4.0,19.0,3.0,2.0,70.0,86.0
2021-05-11,3.0,9.0,14.0,19.0,24.0,6.0,5.0,26.0,3.0,20.0,0.0,5.0,76.0,89.0
2021-05-12,2.0,17.0,8.0,18.0,15.0,7.0,4.0,34.0,1.0,12.0,7.0,0.0,70.0,94.0
2021-05-13,4.0,13.0,12.0,19.0,18.0,6.0,4.0,44.0,3.0,17.0,3.0,2.0,83.0,92.0
2021-05-14,0.0,19.0,12.0,25.0,20.0,10.0,5.0,29.0,1.0,9.0,5.0,2.0,82.0,77.0
2021-05-15,1.0,12.0,7.0,24.0,11.0,6.0,13.0,37.0,1.0,17.0,6.0,0.0,86.0,91.0
2021-05-16,2.0,23.0,10.0,24.0,19.0,13.0,7.0,49.0,1.0,18.0,6.0,2.0,86.0,99.0
2021-05-17,1.0,17.0,10.0,25.0,23.0,9.0,9.0,45.0,5.0,15.0,3.0,0.0,85.0,102.0
2021-05-18,1.0,21.0,7.0,24.0,15.0,6.0,7.0,47.0,2.0,15.0,2.0,2.0,87.0,96.0
2021-05-19,1.0,14.0,11.0,15.0,15.0,13.0,6.0,47.0,3.0,6.0,5.0,1.0,64.0,106.0
2021-05-20,2.0,16.0,11.0,16.0,16.0,6.0,7.0,53.0,3.0,15.0,2.0,2.0,82.0,97.0
2021-05-21,5.0,18.0,20.0,16.0,17.0,10.0,7.0,40.0,3.0,17.0,2.0,2.0,87.0,112.0
2021-05-22,1.0,18.0,9.0,27.0,16.0,7.0,5.0,52.0,4.0,12.0,2.0,1.0,95.0,113.0
2021-05-23,3.0,21.0,11.0,16.0,18.0,8.0,6.0,45.0,2.0,16.0,3.0,1.0,66.0,111.0
2021-05-24,2.0,20.0,17.0,22.0,16.0,11.0,8.0,37.0,2.0,15.0,7.0,3.0,75.0,115.0
2021-05-25,4.0,18.0,8.0,16.0,26.0,12.0,3.0,49.0,6.0,16.0,5.0,0.0,75.0,114.0
2021-05-26,2.0,18.0,10.0,25.0,23.0,9.0,12.0,56.0,2.0,18.0,5.0,1.0,81.0,119.0
2021-05-27,2.0,14.0,15.0,14.0,23.0,8.0,4.0,55.0,3.0,11.0,5.0,2.0,84.0,127.0
2021-05-28,2.0,20.0,14.0,25.0,26.0,12.0,7.0,65.0,3.0,12.0,4.0,1.0,86.0,129.0
2021-05-29,3.0,19.0,9.0,31.0,15.0,6.0,9.0,56.0,5.0,14.0,3.0,1.0,90.0,149.0
2021-05-30,0.0,14.0,14.0,14.0,16.0,10.0,9.0,65.0,3.0,18.0,4.0,3.0,79.0,146.0
2021-05-31,3.0,24.0,8.0,17.0,16.0,13.0,1.0,59.0,3.0,18.0,4.0,0.0,96.0,148.0
2021-06-01,1.0,8.0,10.0,12.0,18.0,11.0,8.0,46.0,1.0,13.0,3.0,2.0,79.0,94.0
2021-06-02,1.0,15.0,8.0,14.0,21.0,10.0,5.0,65.0,3.0,16.0,1.0,1.0,70.0,119.0
2021-06-03,2.0,15.0,9.0,19.0,18.0,7.0,6.0,69.0,4.0,21.0,4.0,2.0,86.0,140.0
2021-06-04,2.0,21.0,4.0,19.0,19.0,9.0,4.0,55.0,6.0,19.0,5.0,0.0,76.0,151.0
2021-06-05,3.0,20.0,7.0,20.0,22.0,10.0,4.0,58.0,5.0,15.0,3.0,5.0,97.0,124.0
2021-06-06,1.0,20.0,9.0,15.0,15.0,12.0,6.0,54.0,5.0,14.0,8.0,1.0,70.0,146.0
2021-06-07,1.0,19.0,14.0,22.0,14.0,7.0,6.0,44.0,2.0,13.0,1.0,3.0,74.0,136.0
2021-06-08,1.0,28.0,12.0,20.0,27.0,5.0,4.0,40.0,4.0,19.0,8.0,1.0,60.0,134.0
2021-06-09,3.0,10.0,11.0,9.0,14.0,9.0,8.0,70.0,3.0,22.0,5.0,1.0,70.0,117.0
2021-06-10,0.0,18.0,12.0,15.0,18.0,8.0,5.0,56.0,4.0,14.0,3.0,3.0,84.0,137.0
2021-06-11,1.0,15.0,9.0,19.0,19.0,7.0,5.0,48.0,6.0,17.0,1.0,3.0,76.0,121.0
2021-06-12,2.0,17.0,7.0,17.0,19.0,4.0,4.0,35.0,5.0,18.0,2.0,2.0,79.0,94.0
2021-06-13,2.0,16.0,9.0,13.0,18.0,12.0,2.0,54.0,2.0,17.0,6.0,1.0,86.0,130.0
2021-06-14,0.0,17.0,11.0,15.0,14.0,10.0,3.0,51.0,0.0,21.0,3.0,2.0,88.0,117.0
2021-06-15,3.0,21.0,14.0,13.0,27.0,8.0,4.0,48.0,7.0,17.0,3.0,2.0,103.0,124.0
2021-06-16,0.0,22.0,6.0,34.0,17.0,14.0,7.0,46.0,4.0,24.0,2.0,1.0,86.0,127.0
2021-06-17,0.0,16.0,10.0,18.0,17.0,7.0,8.0,54.0,2.0,15.0,3.0,4.0,82.0,113.0
2021-06-18,5.0,14.0,5.0,19.0,23.0,8.0,3.0,57.0,3.0,13.0,2.0,1.0,69.0,112.0
2021-06-19,4.0,17.0,12.0,17.0,23.0,9.0,4.0,52.0,3.0,30.0,7.0,4.0,97.0,114.0
2021-06-20,1.0,15.0,3.0,27.0,17.0,10.0,5.0,50.0,1.0,11.0,7.0,3.0,86.0,103.0
2021-06-21,4.0,18.0,16.0,18.0,17.0,3.0,5.0,50.0,3.0,12.0,6.0,2.0,93.0,102.0
2021-06-22,0.0,15.0,6.0,15.0,21.0,16.0,14.0,55.0,4.0,15.0,4.0,1.0,81.0,99.0
2021-06-23,0.0,26.0,8.0,20.0,28.0,10.0,8.0,48.0,3.0,13.0,3.0,1.0,83.0,90.0
2021-06-24,3.0,25.0,14.0,19.0,24.0,8.0,7.0,36.0,2.0,17.0,4.0,1.0,95.0,114.0
